,ERR2632411,ERR2632412,ERR2632413,ERR2632414,ERR2632415,ERR2632416,ERR2632417,ERR2632418,ERR2632419,ERR2632420,ERR2632421,ERR2632422,ERR2632423,ERR2632424,ERR2632425,ERR2632426,ERR2632427,ERR2632428,ERR2632429,ERR2632430,ERR2632431,ERR2632432,ERR2632433,ERR2632434,ERR2632435,ERR2632436,ERR2632437,ERR2632438,ERR2632439,ERR2632440,ERR2632441,ERR2632442,ERR2632443,ERR2632444,ERR2632445,ERR2632446,ERR2632447,ERR2632448,ERR2632449,ERR2632450,ERR2632451,ERR2632452,ERR2632453,ERR2632454,ERR2632455,ERR2632456,ERR2632457,ERR2632458,ERR2632459,ERR2632460,ERR2632461,ERR2632462,ERR2632463,ERR2632464,ERR2632465,ERR2632466,ERR2632467,ERR2632468,ERR2632469,ERR2632470,ERR2632471,ERR2632472,ERR2632473,ERR2632474,ERR2632475,ERR2632476,ERR2632477,ERR2632478,ERR2632479,ERR2632480,ERR2632481,ERR2632482,ERR2632483,ERR2632484,ERR2632485,ERR2632486,ERR2632487,ERR2632488,ERR2632489,ERR2632490,ERR2632491,ERR2632492,ERR2632493,ERR2632494,ERR2632495,ERR2632496,ERR2632497,ERR2632498,ERR2632499,ERR2632500,ERR2632501,ERR2632502,ERR2632503,ERR2632504,ERR2632505,ERR2632506,ERR2632507,ERR2632508,ERR2632509,ERR2632510,ERR2632511,ERR2632512,ERR2632513,ERR2632514,ERR2632515,ERR2632516,ERR2632517,ERR2632518,ERR2632519,ERR2632520,ERR2632521,ERR2632522,ERR2632523,ERR2632524,ERR2632525,ERR2632526,ERR2632527
1,0.836642351650663,0.625379838941941,0.656980286857632,0.609287798552548,0.668349961715042,0.614064751127969,0.614437872502715,0.649504395991515,0.684157906179095,0.571976678791457,0.8528044458227,0.863857867903346,0.568360841474031,0.625654990641752,0.786834445631892,0.745295379877118,0.625212047200665,0.693771971106275,0.847800446834859,0.610063611683672,0.619716398088398,0.669339929009164,0.599828175049491,0.644755337763922,0.649602484172214,0.614622562292721,0.653479213484241,0.607463394508407,0.697908651275078,0.613157817961699,0.832546856237415,0.608911169872826,0.632795152379133,0.617687608590756,0.619065518528697,0.62893270935154,0.570166720743097,0.611684943689437,0.620101378218118,0.619881990739835,0.502740262144384,0.879434368407869,0.627440712717745,0.49533255474782,0.629681956220259,0.613129691410208,0.615397208220963,0.637846434906203,0.617780223250704,0.845963222608148,0.619591504647656,0.597661296981006,0.599617413275874,0.574488743732309,0.553280963225347,0.596005213703072,0.629570500393516,0.622340199760269,0.610866027071264,0.614110792986086,0.876013126162759,0.887679015962998,0.862704995984287,0.767368203687365,0.848226231452939,0.783815924969201,0.701560994398372,0.821351791677577,0.915544357048362,0.930724121194529,0.902346899178571,0.86780210989075,0.894569434178477,0.890695204466606,0.740821484328368,0.835928500562366,0.871472019701566,0.797750826514502,0.923639814093442,0.847136500839717,0.7782732190034,0.883962422734854,0.912181761148451,0.670197647197416,0.867740898647912,0.895421907110301,0.824574294551406,0.815221295949583,0.813586983078454,0.907804245915904,0.58643778069241,0.614683189227188,0.625313651239206,0.555278198561094,0.538112982659977,0.575355070661805,0.625036137790923,0.629566220714782,0.626255505437508,0.783958738968946,0.636812716327772,0.570207807322956,0.633027810506749,0.663987390431926,0.622657759772134,0.592480537394861,0.599412080277204,0.636441182598413,0.708982467696497,0.64816030155248,0.598967327449203,0.617463129094978,0.635510408190099,0.66052037417411,0.8228644735178,0.603038148689483,0.569049664732291
2,0.622678982892881,0.832221886725173,0.665798631802021,0.598021955008665,0.648850970492022,0.614940117002789,0.607380254182983,0.649516010014634,0.677899655394469,0.5738715145946,0.646994553113367,0.637573213105237,0.579540758694552,0.63030516322932,0.679580445426298,0.606200661931671,0.626525729513692,0.68945278453855,0.66665376598569,0.606752358300498,0.604611579046214,0.664728245255977,0.599185499935127,0.854980963445287,0.611561512619928,0.834265318279036,0.655063408134537,0.604886854823092,0.654997955843891,0.615628605525357,0.602933877775817,0.607309686721604,0.852417995014257,0.624877268013705,0.620591239169055,0.641223779070171,0.558215012974576,0.611811078114351,0.630230852389944,0.628575884361024,0.516788942575902,0.69442426462717,0.619101096431226,0.483615655341987,0.601908098978542,0.603492244954965,0.821966790634465,0.626989066617888,0.832640450593298,0.602577726755979,0.604383784146342,0.602319126363693,0.613013076031848,0.568470764228473,0.568313695588661,0.824118359922018,0.624759789236889,0.604649814316288,0.611616352661857,0.622051219830096,0.916386588325213,0.878380946317649,0.89613375389997,0.85303397979244,0.851209416756696,0.785844878653858,0.705655995605621,0.812490362120113,0.87961866876963,0.916753658076467,0.856978255773735,0.866792990251832,0.916985492723294,0.928540300492351,0.840448370935425,0.842943688765949,0.878782237744829,0.873048649821139,0.897396915986594,0.857325942679736,0.773311274330829,0.918958419997294,0.920181613954979,0.662790120665464,0.877790525777793,0.852721414785592,0.818344100989241,0.841221297424328,0.79839491627487,0.906880446840639,0.568637249798346,0.846331526997198,0.608000080785425,0.572971452292823,0.515195297764827,0.570256650475783,0.625781871201491,0.632291620136668,0.634526544153453,0.564202990910849,0.627454951247708,0.581353597294731,0.830484060249364,0.666805989409544,0.838866649993329,0.592620638365462,0.608249465928895,0.648101758393113,0.709579882097386,0.64996520897401,0.608334044915788,0.634420048727318,0.597063118586201,0.864841441922314,0.619419424713676,0.58487608265195,0.577490297585257
3,0.608174683907669,0.621827579981716,0.856268585431148,0.619524919810817,0.67380030925294,0.60851290148093,0.604309864417515,0.66656536521104,0.680693582203273,0.573888413978316,0.621098083846912,0.633635283861736,0.564361949242515,0.618429284084828,0.709485313598639,0.598184261481629,0.623038439864869,0.685378467186268,0.669272079612759,0.607709354071081,0.634691554446785,0.658115368266785,0.613017817395338,0.6306372599382,0.838871412737679,0.638604809435394,0.701493728100035,0.613100216657347,0.680690766572722,0.630176998894426,0.597890593998594,0.826712734420655,0.627544671329451,0.825270305772686,0.624713898708617,0.634878491460205,0.558717634001546,0.627427456984173,0.629279784673457,0.610583083706699,0.502777329701475,0.692596918270548,0.617940867319985,0.480916974643848,0.600002387157371,0.832321596760252,0.589601836141154,0.623629140045567,0.60406064453072,0.60293440535724,0.606081181110769,0.606351989047485,0.600986325663291,0.567314210478987,0.558408209259109,0.595507901477384,0.637685948487782,0.62678113925386,0.607366763469968,0.618767947373992,0.875417608938307,0.893540387231416,0.867742680117666,0.764843707875612,0.856231445003164,0.787301363910218,0.699300870990427,0.808595354464852,0.893518345012301,0.89936861613449,0.8575508421729,0.875907230141154,0.896900625568436,0.893357182859534,0.74339102031893,0.834552231099954,0.882728825610318,0.816315023448701,0.883679485049861,0.859781152779146,0.778602470422371,0.880332795979903,0.912460201390961,0.653015540869467,0.912090556526316,0.841193477688241,0.892468125032885,0.816392144809454,0.817726233847305,0.913634330058168,0.570401246565409,0.600302187375806,0.622248497956767,0.557045819957824,0.780062208776881,0.561417728102024,0.621789745955498,0.639021699851478,0.626564636763071,0.570321358436417,0.618115425297295,0.571574085603077,0.61330891304977,0.660282419907768,0.617980524493034,0.582000223964345,0.622524103087271,0.634418252114717,0.871264370545589,0.859857455768939,0.829429541732462,0.826849710052198,0.611478396653164,0.663715299725656,0.618863944057764,0.579792903897019,0.579342680516378
4,0.59326883498701,0.628139967330557,0.643639098913274,0.840963268410433,0.670884464133919,0.607111119315629,0.616296157232434,0.640878572030149,0.693367049660357,0.600411955762051,0.624270231567051,0.636828843166987,0.566380002121192,0.845938158540694,0.663533976698923,0.832073486790669,0.621443422016102,0.685989221726041,0.663016050156123,0.617412912886296,0.621199392736367,0.666040992217422,0.596812693086221,0.626601197309783,0.612812301543685,0.618440319756943,0.680225791752236,0.61159796236843,0.844547562056462,0.615372906541545,0.611221153077378,0.610947704195463,0.625834110749903,0.618710969536743,0.638132308363816,0.843016279778272,0.544495306808697,0.612889716180926,0.618437288447374,0.840194106485942,0.774341401709928,0.701856471038157,0.842895477543906,0.482147024811024,0.843781954996834,0.609501955804344,0.588928435597123,0.647358091241459,0.601516066173764,0.59822889088347,0.611958953499682,0.829003912006863,0.815832802868719,0.582373386819267,0.563381397703456,0.590788405801698,0.628480244375284,0.599459172332856,0.630446600999429,0.844908378672985,0.886999793250149,0.903248281371873,0.849333844476028,0.764320841253922,0.859985794381768,0.787010448962676,0.812837233075677,0.808551529749451,0.886775076856494,0.906830205943838,0.867895409446892,0.873083375163472,0.902865596945283,0.916366455391532,0.74885031264948,0.828600731870861,0.87945448006034,0.804281613291648,0.885896191347097,0.862396875238757,0.77094349560309,0.871158200062205,0.940028060630999,0.659084524769912,0.882511642862152,0.837702246124575,0.825794199719776,0.816058327013225,0.805128854950939,0.911703071663402,0.566790232884657,0.645894446826131,0.624883511351862,0.554922374594523,0.506125668506029,0.59263031720662,0.620532188308806,0.630534077898233,0.660480097673338,0.551981053738797,0.620857700715058,0.581458603266862,0.609606839319749,0.654143751479985,0.635941456090795,0.597593294695388,0.628864987425508,0.640004108290382,0.700854742314412,0.653704923959024,0.604817262253573,0.637140140457556,0.610263100383979,0.675459221127516,0.592701186466416,0.603052388996692,0.582670401134167
5,0.618655105645333,0.613103739428813,0.660775690775467,0.603880616963733,0.850707565037212,0.615552427843144,0.611781339414644,0.663533245164628,0.692391445037995,0.587007153675992,0.633668072076855,0.642976156447234,0.564241766179318,0.627015071227071,0.678947020224956,0.608360124735891,0.626804505134524,0.697129954671425,0.674289785401844,0.840421378074627,0.607574847850279,0.661359480958543,0.595616786271613,0.645426728211724,0.60951299693489,0.612539311696282,0.654315693027233,0.627536624405574,0.653478223963092,0.619996863408524,0.608711058390126,0.623321153904569,0.629822113279904,0.63263806186108,0.624953550564517,0.622355314282837,0.543957455714355,0.63226092899301,0.623645064269495,0.609525466986791,0.546744376467973,0.68642423411736,0.620233289824965,0.486358186378449,0.607578095785358,0.62072463499013,0.593378168772211,0.620944549615657,0.5949151793736,0.619246629358637,0.603056732681103,0.610365234473803,0.60645938955909,0.565568664512617,0.574666782993024,0.595640760520206,0.629380659840618,0.816373243126155,0.611433955619399,0.623712215455419,0.881247379678194,0.890565679423832,0.849602395400429,0.768330152032241,0.859260487929107,0.784621987679506,0.695748293787328,0.828578288148775,0.885766744185331,0.906051841691694,0.862216908563247,0.880113829711909,0.931237970381082,0.888959016021756,0.748880309186124,0.840332107323466,0.86310044705882,0.810055884050983,0.886351633008863,0.868426273725592,0.78423501031836,0.881567946010759,0.912236094314273,0.658652594597472,0.874730044083529,0.843651903544779,0.818711926452877,0.815013876100853,0.807971566934879,0.902432490221781,0.576546511764768,0.596206234062036,0.619205732464968,0.559207369408636,0.510552476411241,0.563725284071287,0.621537302737099,0.638088455476861,0.651306480429162,0.560136252742806,0.631315742241858,0.589383159208193,0.621635223742573,0.667367917470538,0.632344117642537,0.608232615242704,0.819302168546057,0.632788876044691,0.694701144655386,0.65617843705399,0.600807814427455,0.62650287304389,0.599352202051822,0.668513387702315,0.609722091933876,0.624452441447644,0.57143266817467
6,0.592257596488102,0.610291576127585,0.641087244906751,0.612317692897397,0.65580757877329,0.829659458378386,0.607161340018811,0.656117331738005,0.700648084186787,0.578275776195651,0.627453796649724,0.644170696270535,0.564098078784608,0.614389947928046,0.674149047915222,0.610029014004541,0.616677758167144,0.858773327520894,0.660426776034276,0.613471680903496,0.610314961309401,0.653613310182475,0.6121225158891,0.649949182545191,0.615149962938591,0.618825222713434,0.857654819516882,0.636607797547049,0.659682970144911,0.61729992681432,0.625223870223234,0.635874683950118,0.622354854345436,0.615440831619304,0.629044963187393,0.654879395131347,0.796245661982394,0.614306091141014,0.618570315684352,0.613105207199759,0.520465300538041,0.6947007643204,0.625138297053745,0.762598402107172,0.60495101520919,0.609421183327424,0.5859902974869,0.854886279305951,0.596757291511009,0.629238838293129,0.60115650145942,0.598868192442864,0.595670997122143,0.563722080385316,0.568369111642406,0.600249864069429,0.633771796324642,0.611067638955765,0.61405554256552,0.618066352744242,0.887954934773367,0.876882555172122,0.849590916436993,0.763478730988475,0.857784858620735,0.787474205053823,0.70721781808366,0.819512397175488,0.878186118746752,0.941585002462049,0.859725820059425,0.87235593875652,0.891851760762564,0.908782108674237,0.75308825911482,0.824883921006665,0.864709876065534,0.804936563526566,0.891181294995424,0.843090696837037,0.847389924744617,0.892145131640972,0.908467900646136,0.778793788934777,0.876637949283279,0.853202903879657,0.827038278176145,0.828781916672687,0.799176908179313,0.9330177339596,0.568627937687111,0.605938798762523,0.607290378695344,0.55604459132328,0.507099057506247,0.81157131479816,0.8402279715955,0.635145360287798,0.640983333442648,0.545017014411012,0.84575049113956,0.587242313882755,0.623329683237446,0.656459631978707,0.617786779227381,0.596649278763285,0.606423007357878,0.630625007972195,0.709813184077878,0.648835914225441,0.608615614897411,0.620503836706602,0.599974349978177,0.659370701826462,0.594694889802843,0.820497131899729,0.564895292116988
7,0.602314394919019,0.613614231679831,0.666377775052425,0.620317105479874,0.648819445529181,0.615109160914308,0.821896518136359,0.674905624249854,0.687005160001019,0.603697698322056,0.63570352914183,0.639068163583898,0.581026742043607,0.620262081697095,0.668505313635992,0.588608711299935,0.626730485903462,0.686072579679028,0.662738440059957,0.614430206690681,0.628862585387956,0.664426986224487,0.823096393777402,0.625606761554551,0.607353001236586,0.630858340415554,0.659394877006813,0.622100306694918,0.657120985059763,0.630295824750414,0.59685192912336,0.61029184627258,0.630617582804609,0.613114977690012,0.632746662303525,0.62352455822596,0.545713707794945,0.826950089456479,0.622276787668645,0.614528844613592,0.530803423000664,0.689445931396584,0.625082963162789,0.485366542709185,0.61089622710415,0.620824918249802,0.586045943768689,0.642367906891863,0.594808361453769,0.597721347024966,0.617629197974716,0.61423483268587,0.600296212142639,0.574288323240353,0.568574162692063,0.617979061166682,0.652828029740943,0.606553860132137,0.629240236101743,0.626140192470726,0.886442378705949,0.890262950172065,0.850091271055115,0.768049135549798,0.843079651432908,0.794557955294275,0.707485534726175,0.805790978188376,0.883311557017959,0.905844180341678,0.856765128296088,0.884830529344483,0.912615911506992,0.899159967125143,0.754930248025449,0.833250239529043,0.864156259878684,0.807119231815901,0.892098349598249,0.901063974797628,0.777898340444601,0.894602815091152,0.916017531786885,0.656018309576397,0.869566478753857,0.840294916155605,0.834485825291136,0.81716445595046,0.798427575935995,0.918762729370902,0.582878270793133,0.602389718597953,0.841560939904105,0.556693710824036,0.533498913138368,0.567712173589422,0.621789875480318,0.672392726245789,0.638824652423275,0.562899870433538,0.637170182538554,0.79901035278254,0.613000431105966,0.656029542715301,0.618056777986883,0.602339247930501,0.599693475202631,0.836633932435812,0.6953845636856,0.664061238988839,0.615786191432827,0.639374794801483,0.602640245560198,0.673203559158196,0.609386069298563,0.589754331088936,0.566165592951063
8,0.606238505943633,0.610987540665815,0.647097287374993,0.625012588267361,0.64926948898096,0.607571515296783,0.606620866875462,0.859129637939156,0.684877978544608,0.58281063546854,0.618523802717491,0.637505743560381,0.794775174393973,0.631748798810777,0.683334712438567,0.591995333055889,0.628210231340496,0.700486673458207,0.66369830177957,0.619169163208257,0.602797837864454,0.859242948773094,0.603560424847792,0.638652506518144,0.615716170476608,0.625872491974041,0.653205063575,0.62048353995803,0.672233218090224,0.612815946652282,0.616644273536954,0.607568069564192,0.630192461480171,0.61964987654612,0.640484904621324,0.648233040754111,0.554470473052019,0.615205139556395,0.615633917658577,0.611123803878939,0.506606314067839,0.689075653040337,0.631682351969985,0.485451832684191,0.605340237405066,0.608800430188953,0.581744872851714,0.623892312948138,0.609800120611816,0.606365708546022,0.614110120595777,0.596454426815033,0.595455117746038,0.813133882971049,0.796176152099705,0.600941355154998,0.624938190788173,0.598419496764227,0.604459571711854,0.629897673890103,0.877146471982392,0.923719021213225,0.859179169523871,0.794670058697488,0.850651927127997,0.786030280268506,0.717557004912483,0.822276830975178,0.896092403310132,0.921275488300409,0.869807070739221,0.914724089800932,0.893477994230413,0.892625354316204,0.736734416880552,0.832612171399728,0.873826015282841,0.809140088832759,0.876137237716618,0.852786694215464,0.786022577510718,0.890372388804574,0.922542440348806,0.662533757651225,0.886374299122409,0.843855459747031,0.823006548003667,0.817785536701595,0.80158126265934,0.940049135346849,0.798879208410244,0.627445003044695,0.603490247012264,0.800091022668454,0.53227321295764,0.557570085262324,0.620844786786479,0.838042880041142,0.838454789536287,0.545219515741945,0.621050421426272,0.571936349152327,0.630790092455052,0.8633055228299,0.675343722862216,0.591491846397997,0.617534426538482,0.658196965697006,0.697477690874523,0.646943096669301,0.615489597652914,0.614876593499137,0.823480923968767,0.659913747820697,0.600786550922574,0.58055586357764,0.562971053937338
9,0.588726065050256,0.616655427062916,0.662382870643342,0.597734866791328,0.651453510508076,0.613409906929503,0.635917818841756,0.66624108563855,0.859216180360815,0.56916015075935,0.638847081416574,0.647352889435499,0.592144036862704,0.622518350014164,0.676208686716637,0.591490551976021,0.841482130206448,0.7075819519932,0.662214206856458,0.62743702016115,0.842882318778176,0.663873554401242,0.611897261401045,0.632186451793606,0.619875556848913,0.64331450970173,0.660094528171088,0.635673299407048,0.677097093722502,0.833241485080804,0.601254331252022,0.603187579183256,0.621803522288597,0.611431649616726,0.843103249696837,0.62477495932904,0.550092965644891,0.620447708573249,0.832783833516565,0.634779978808409,0.519455706729193,0.685638344658626,0.613357378593788,0.490565239610055,0.635404060972211,0.612563052720761,0.605855437953474,0.618751843014582,0.597740805287476,0.597501748619971,0.822702638043608,0.610319961713794,0.61378181778921,0.568172819355372,0.557977397517023,0.594494134075741,0.851233220283226,0.604270733917454,0.841017562317898,0.619361064593464,0.877060206590851,0.885653457345838,0.856306003201321,0.768749804905576,0.897526927024113,0.795877387382314,0.697076648959058,0.884848902096659,0.873344496928287,0.899683903326437,0.861084002038079,0.869582289746371,0.900612561521251,0.892383064198325,0.737039257110499,0.879254110377113,0.912379239902256,0.797179134017294,0.893167804599657,0.848468778427771,0.772706092342211,0.871536222326361,0.906317395252939,0.653089197922623,0.868976095938475,0.84476492788216,0.829447017532401,0.825311354395385,0.807363959980081,0.907321130192835,0.567210932563672,0.608483928820161,0.623324795926176,0.566914512961351,0.508308338885758,0.572597957902523,0.620976486299047,0.635315503592553,0.638012540990802,0.55899695132929,0.618147381050086,0.57587371510678,0.618661482277187,0.677805103681676,0.638488780744821,0.843698251101484,0.613673670853799,0.639279595999731,0.699305465099979,0.661122801377975,0.599679049240852,0.612652763224247,0.595999770650595,0.672195907489146,0.60591905159334,0.580606173788782,0.815155690781981
10,0.594620768277261,0.615923055014904,0.638020357810842,0.60596416106023,0.674144020659515,0.618863767774451,0.602313131950321,0.64183201468624,0.689268952288785,0.812484943811914,0.635638705485169,0.636268483766317,0.574506899004136,0.617250386195736,0.864758220992527,0.604600843208678,0.622152503001383,0.696658335372019,0.660688957182211,0.606399194999136,0.638437193520267,0.648904844351134,0.622620359599843,0.626168405738403,0.6136880241918,0.622856828175284,0.658136281195336,0.842628513456823,0.655981554677144,0.629404480252539,0.598532904020266,0.618078130095718,0.626472759985736,0.618267020917729,0.62738707518732,0.625546569458447,0.55352488759122,0.613742246960293,0.645740372938479,0.609379755304053,0.513056206686496,0.707763162747775,0.618821282289079,0.49272957981459,0.620783526948957,0.611919759244918,0.598550522195973,0.63796755618846,0.620337515832187,0.604616593591212,0.609183274822784,0.600885069709733,0.603192036986353,0.565628146392818,0.550630296261227,0.602372518540008,0.649641792758219,0.600963582994503,0.614153629256244,0.630462295149521,0.884461613894075,0.883191084422456,0.861139489996927,0.770587527083755,0.846801508190584,0.855246777659615,0.70444089201356,0.810162990985772,0.880266495850208,0.907745987868835,0.858919016260821,0.8647021476127,0.888106979895597,0.897524790507424,0.749847215270436,0.832701481738192,0.872854596628804,0.810710694880373,0.889856281374437,0.848594378908388,0.787718720106982,0.868669673145917,0.904893195700069,0.668944576865531,0.890037805521667,0.843627849391835,0.829583067946054,0.893321097115778,0.875310129184181,0.907031551358428,0.569419313090815,0.596530310865616,0.611886147109698,0.567236101601147,0.507578872869422,0.57255422748827,0.638153627226821,0.632160361285903,0.639260039964258,0.587437322767013,0.618107024953961,0.583941747496833,0.63625398577886,0.652576249456779,0.615599744342638,0.586127035418998,0.633883962775262,0.631585562644262,0.701160197623411,0.654576227153001,0.60789473127953,0.617873488553456,0.640245399049789,0.66352086917233,0.603708838485081,0.612689433259866,0.56481209794746
